IP	amount	as	city	country	countryCode	isp	lat	lon	org	query	region	regionName	status	timezone	zip
190.250.122.105	43		Bello	Colombia	CO	UNE (CO)	6.3373	-75.558	UNE	190.250.122.105	ANT	Antioquia	success	America/Bogota	
183.82.249.138	43	AS24309 Atria Convergence Technologies Pvt. Ltd. Broadband Internet Service Provider INDIA	Chennai	India	IN	Beam Telecom (IN)	13.0833	80.2833	Atria Convergence Technologies Pvt. Ltd. Broadband	183.82.249.138	TN	Tamil Nadu	success	Asia/Kolkata	
121.175.227.72	43	AS4766 Korea Telecom	Busan	Republic of Korea	KR	Korea Telecom (KR)	35.1028	129.0403	Korea Telecom	121.175.227.72	26	Busan	success	Asia/Seoul	
59.6.104.61	43	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	59.6.104.61	11	Seoul	success	Asia/Seoul	
222.171.213.201	43	AS4134 Chinanet	Harbin	China	CN	China Telecom Heilongjiang (CN)	45.75	126.65	China Telecom	222.171.213.201	23	Heilongjiang	success	Asia/Shanghai	
85.152.224.204	43	AS12946 Telecable de Asturias,SA	Piedras Blancas	Spain	ES	Telecable de Asturias,SA (ES)	43.55	-5.9667	telecable	85.152.224.204	AS	Principality of Asturias	success	Europe/Madrid	33450
123.248.158.213	43	AS9845 CJ-HELLOVISION	Changwon	Republic of Korea	KR	Cj-hellovision (KR)	35.2281	128.6811	Cj-hellovision	123.248.158.213	48	Gyeongsangnam-do	success	Asia/Seoul	
49.158.51.104	43	AS24164 YEONG JIA LEH CABLE TV CO., LTD.	Taipei	Taiwan	TW	Tfn Media Co. (TW)	25.0418	121.4966	Yeong Jia Leh Cable Tv Co.	49.158.51.104			success	Asia/Taipei	
218.145.133.55	43	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	218.145.133.55	11	Seoul	success	Asia/Seoul	
171.246.164.128	43	AS7552 Viettel Corporation	Thuan An	Vietnam	VN	Viettel Corporation (VN)	15.85	108.3833	Viettel Corporation	171.246.164.128	27	Tinh Quang Nam	success	Asia/Ho_Chi_Minh	
210.106.202.158	43	AS10036 DLIVE	Seoul	Republic of Korea	KR	DLIVE (KR)	37.5111	126.9743	DLIVE	210.106.202.158	11	Seoul	success	Asia/Seoul	
84.94.195.225	43	AS9116 012 Smile Communications LTD.	Or Yehuda	Israel	IL	012 Smile (IL)	32.0311	34.8458	012 Smile	84.94.195.225	TA	Tel Aviv	success	Asia/Jerusalem	
210.178.188.226	43	AS4766 Korea Telecom	Tang-ni	Republic of Korea	KR	Korea Telecom (KR)	37.3675	126.9469	Korea Telecom	210.178.188.226	41	Gyeonggi-do	success	Asia/Seoul	
121.180.226.129	43	AS4766 Korea Telecom	Pohang-si (Heunghae-eup)	Republic of Korea	KR	Korea Telecom (KR)	36.1071	129.342	Korea Telecom	121.180.226.129		Gyeongsangbuk-do	success	Asia/Seoul	
221.158.212.101	43	AS4766 Korea Telecom	Seongnam-si	Republic of Korea	KR	Korea Telecom (KR)	37.3827	127.119	Korea Telecom	221.158.212.101	41	Gyeonggi-do	success	Asia/Seoul	
182.155.52.190	43	AS17809 VEE TIME CORP.	Taichung	Taiwan	TW	e-MAX NETWORK CORP. (TW)	24.1433	120.6814	Vee Time Corp.	182.155.52.190	TXG	Taichung City	success	Asia/Taipei	
115.72.128.163	43	AS7552 Viettel Corporation	Ho Chi Minh City	Vietnam	VN	Viettel Corporation (VN)	10.8142	106.6438	Viettel Corporation	115.72.128.163	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
221.165.245.133	43	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	221.165.245.133	11	Seoul	success	Asia/Seoul	
85.105.145.11	43	AS9121 Turk Telekom	Izmir	Turkey	TR	Turk Telekom (TR)	38.3167	27.322	Turk Telekom	85.105.145.11	35	Izmir	success	Europe/Istanbul	35100
177.89.39.121	43	AS28220 CABO SERVICOS DE TELECOMUNICACOES LTDA	Parnamirim	Brazil	BR	Cabo Servicos De Telecomunicacoes Ltda (BR)	-5.9147	-35.2637	Cabo Servicos De Telecomunicacoes Ltda	177.89.39.121	RN	Rio Grande do Norte	success	America/Fortaleza	
117.123.236.41	43	AS17849 Tbroad Ginam Broadcating Co., Ltd.	Suwon	Republic of Korea	KR	Tbroad Suwon Broadcasting Corporation (KR)	37.2911	127.0089	Tbroad Ginam Broadcating Co.	117.123.236.41	41	Gyeonggi-do	success	Asia/Seoul	
218.9.39.122	43	AS4837 CNCGROUP China169 Backbone	Harbin	China	CN	China Unicom Heilongjiang (CN)	45.75	126.65	China Unicom Liaoning	218.9.39.122	23	Heilongjiang	success	Asia/Shanghai	
68.69.255.248	43	AS15267 702 Communications	Fargo	United States	US	702 Communications (US)	46.8543	-96.8284	702 Communications	68.69.255.248	ND	North Dakota	success	America/Chicago	58103
201.201.152.82	43	AS11830 Instituto Costarricense de Electricidad y Telecom.	San José	Costa Rica	CR	San Ignacion (CR)	9.9333	-84.0833	San Ignacion	201.201.152.82	SJ	Provincia de San Jose	success	America/Costa_Rica	
47.138.94.206	43	AS5650 Frontier Communications of America, Inc.	Lancaster	United States	US	Frontier Communications (US)	34.7255	-118.4796	Frontier Communications	47.138.94.206	CA	California	success	America/Los_Angeles	93536
190.82.67.179	43	AS15311 Telefonica Empresas	Santiago	Chile	CL	Telefonica Empresas (CL)	-33.4625	-70.6682	Telefonica Empresas	190.82.67.179	RM	Santiago Metropolitan	success	America/Santiago	
107.152.124.90	43	AS7782 Alaska Communications Systems Group, Inc.	Anchorage	United States	US	Alaska Communications Systems Group (US)	61.1777	-149.6384	Alaska Communications Systems Group	107.152.124.90	AK	Alaska	success	America/Anchorage	99504
59.8.2.152	43	AS4766 Korea Telecom	Jeju City	Republic of Korea	KR	Korea Telecom (KR)	33.5097	126.5219	Korea Telecom	59.8.2.152	49	Jeju-do	success	Asia/Seoul	
23.235.8.194	43	AS14828 Hiawatha Broadband Communications, Inc	Plainview	United States	US	Hiawatha Broadband Communications (US)	44.1611	-92.1453	Hiawatha Broadband Communications	23.235.8.194	MN	Minnesota	success	America/Chicago	55964
49.144.70.252	43	AS9299 Philippine Long Distance Telephone Company	Makati City	Philippines	PH	Philippine Long Distance Telephone (PH)	14.5501	121.036	Philippine Long Distance Telephone	49.144.70.252	00	National Capital Region	success	Asia/Manila	1214
59.31.132.36	43	AS4766 Korea Telecom	Koyang-dong	Republic of Korea	KR	Korea Telecom (KR)	37.6564	126.835	Korea Telecom	59.31.132.36	41	Gyeonggi-do	success	Asia/Seoul	
14.52.86.120	43	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	14.52.86.120	11	Seoul	success	Asia/Seoul	
182.34.38.145	43	AS4134 Chinanet	Shanghai	China	CN	China Telecom Shandong (CN)	31.0456	121.3997	China Telecom Shandong	182.34.38.145	31	Shanghai	success	Asia/Shanghai	
222.69.132.107	43	AS4812 China Telecom (Group)	Shanghai	China	CN	China Telecom Shanghai (CN)	31.0456	121.3997	China Telecom Shanghai	222.69.132.107	31	Shanghai	success	Asia/Shanghai	
113.173.78.245	43	AS45899 VNPT Corp	Ho Chi Minh City	Vietnam	VN	VDC (VN)	10.8142	106.6438	Vietnam Posts and Telecommunications(VNPT)	113.173.78.245	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
221.158.227.183	43	AS4766 Korea Telecom	Asan	Republic of Korea	KR	Korea Telecom (KR)	36.7836	127.0042	Korea Telecom	221.158.227.183	44	Chungcheongnam-do	success	Asia/Seoul	
175.214.193.127	43	AS4766 Korea Telecom	Seongnam-si (Buljeong-ro)	Republic of Korea	KR	Korea Telecom (KR)	37.3638	127.12200000000001	Korea Telecom	175.214.193.127		Gyeonggi-do	success	Asia/Seoul	
175.204.186.245	43	AS4766 Korea Telecom	Seosan City	Republic of Korea	KR	Korea Telecom (KR)	36.7817	126.4522	Korea Telecom	175.204.186.245	44	Chungcheongnam-do	success	Asia/Seoul	
191.188.79.19	43	AS28573 CLARO S.A.	São Paulo	Brazil	BR	NET Virtua (BR)	-23.5733	-46.6417	NET Virtua	191.188.79.19	SP	Sao Paulo	success	America/Sao_Paulo	
201.156.172.119	43	AS6503 Axtel, S.A.B. de C.V.	Garza Garcia	Mexico	MX	Axtel (MX)	25.6667	-100.4	Axtel	201.156.172.119	NLE	Nuevo León	success	America/Monterrey	66210
121.57.28.196	43	AS4134 Chinanet	Hohhot	China	CN	China Telecom neimeng (CN)	40.8106	111.6522	China Telecom neimeng	121.57.28.196	15	Inner Mongolia Autonomous Region	success	Asia/Shanghai	
211.37.122.154	43	AS9318 SK Broadband Co Ltd	Seoul	Republic of Korea	KR	SK Broadband (KR)	37.5564	126.975	SK Broadband	211.37.122.154	11	Seoul	success	Asia/Seoul	
116.108.56.182	43	AS24086 Viettel Corporation	Ho Chi Minh City	Vietnam	VN	Viettel Corporation (VN)	10.8142	106.6438	Viettel Corporation	116.108.56.182	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
220.133.163.61	43	AS3462 Data Communication Business Group	Taichung	Taiwan	TW	HiNet (TW)	24.1433	120.6814	HiNet	220.133.163.61	TXG	Taichung City	success	Asia/Taipei	
218.157.227.55	43	AS4766 Korea Telecom	Ansan-si	Republic of Korea	KR	Korea Telecom (KR)	37.3236	126.8219	Korea Telecom	218.157.227.55	41	Gyeonggi-do	success	Asia/Seoul	
110.92.202.174	43	AS9943 KangNam CableTV	Seoul	Republic of Korea	KR	DLIVE (KR)	37.5172	127.04700000000001	KangNam CableTV	110.92.202.174	11	Seoul	success	Asia/Seoul	
187.64.29.232	43	AS28573 CLARO S.A.	João Pessoa	Brazil	BR	NET Virtua (BR)	-7.1237	-34.8656	NET Virtua	187.64.29.232	PB	Paraíba	success	America/Fortaleza	
70.67.235.226	43	AS6327 Shaw Communications Inc.	Parksville	Canada	CA	Shaw Communications (CA)	49.3163	-124.3194	Shaw Communications	70.67.235.226	BC	British Columbia	success	America/Vancouver	V9P
85.100.226.21	43	AS9121 Turk Telekom	Izmir	Turkey	TR	Turk Telekom (TR)	38.4067	27.14	Turk Telekom	85.100.226.21	35	Izmir	success	Europe/Istanbul	35280
175.206.59.201	43	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	175.206.59.201	11	Seoul	success	Asia/Seoul	
181.228.36.21	43	AS10481 Prima S.A.	Paraná	Argentina	AR	Cablevision Argentina (AR)	-31.7556	-60.5444	Cablevision Argentina	181.228.36.21	E	Entre Rios	success	America/Argentina/Cordoba	3100
31.170.169.219	43	AS31724 Joint Stock Company Svyazist	Kstovo	Russia	RU	Joint Stock Company Svyazist (RU)	56.1697	44.1831	Joint Stock Company Svyazist	31.170.169.219	NIZ	Nizhegorodskaya Oblast'	success	Europe/Moscow	607650
119.201.65.101	43	AS4766 Korea Telecom	Goyang-si	Republic of Korea	KR	Korea Telecom (KR)	37.6236	126.7142	Korea Telecom	119.201.65.101	41	Gyeonggi-do	success	Asia/Seoul	
120.0.199.192	43	AS4837 CNCGROUP China169 Backbone	Hebei	China	CN	China Unicom Liaoning (CN)	39.8897	115.275	China Unicom Liaoning	120.0.199.192	13	Hebei	success	Asia/Shanghai	
14.176.152.217	43	AS45899 VNPT Corp	Soc Trang	Vietnam	VN	VDC (VN)	9.6033	105.98	Vietnam Posts and Telecommunications(VNPT)	14.176.152.217	52	Tinh Soc Trang	success	Asia/Ho_Chi_Minh	
1.245.224.180	43	AS9318 SK Broadband Co Ltd	Seoul (Toegye-ro)	Republic of Korea	KR	SK Broadband (KR)	37.561	126.995	SK Broadband	1.245.224.180		Seoul	success	Asia/Seoul	
47.138.231.235	43	AS5650 Frontier Communications of America, Inc.	Los Angeles	United States	US	Frontier Communications (US)	34.0486	-118.4424	Frontier Communications	47.138.231.235	CA	California	success	America/Los_Angeles	90025
14.169.176.187	43	AS45899 VNPT Corp	Ho Chi Minh City	Vietnam	VN	VDC (VN)	10.8142	106.6438	Vietnam Posts and Telecommunications(VNPT)	14.169.176.187	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
47.192.153.20	43	AS5650 Frontier Communications of America, Inc.	North Port	United States	US	Frontier Communications (US)	27.0442	-82.2359	Frontier Communications	47.192.153.20	FL	Florida	success	America/New_York	34290
95.76.85.139	43	AS6830 Liberty Global Operations B.V.	Suceava	Romania	RO	UPC Romania SRL (RO)	47.6333	26.25	UPC Romania SRL	95.76.85.139	SV	Suceava	success	Europe/Bucharest	727529
190.254.238.44	43	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	190.254.238.44		Bogota D.C.	success	America/Bogota	
119.201.28.157	43	AS4766 Korea Telecom	Daegu	Republic of Korea	KR	Korea Telecom (KR)	35.8703	128.5911	Korea Telecom	119.201.28.157	27	Daegu	success	Asia/Seoul	
14.53.77.32	43	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	14.53.77.32	11	Seoul	success	Asia/Seoul	
86.100.135.83	43	AS39007 UAB Balticum TV	Klaipėda	Republic of Lithuania	LT	UAB Balticum TV (LT)	55.7172	21.1175	Balticum TV network (Klaipeda)	86.100.135.83	21	Klaipėda City Municipality	success	Europe/Vilnius	91001
124.28.162.238	43	AS23578 NAMDONGNET-AS-	Suwon	Republic of Korea	KR	Namdongnet-as- (KR)	37.2911	127.0089	Namdongnet-as-	124.28.162.238	41	Gyeonggi-do	success	Asia/Seoul	
186.117.171.197	43	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.117.171.197		Bogota D.C.	success	America/Bogota	
123.133.177.118	43	AS4837 CNCGROUP China169 Backbone	Jinan	China	CN	China Unicom Shandong (CN)	36.6683	116.9972	China Unicom Shandong	123.133.177.118	37	Shandong	success	Asia/Shanghai	
2.61.176.85	43	AS12389 PJSC Rostelecom	Abakan	Russia	RU	Rostelecom (RU)	53.7156	91.4292	OJSC Sibirtelecom	2.61.176.85	KK	Respublika Khakasiya	success	Asia/Krasnoyarsk	655001
78.85.190.76	43	AS12389 PJSC Rostelecom	Izhevsk	Russia	RU	Rostelecom (RU)	56.85	53.2333	Rostelecom	78.85.190.76	UD	Udmurtskaya Respublika	success	Europe/Samara	426004
116.102.146.209	43	AS24086 Viettel Corporation	Ho Chi Minh City	Vietnam	VN	Viettel Corporation (VN)	10.8142	106.6438	Viettel Corporation	116.102.146.209	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
124.197.191.8	43	AS9971 TBROAD Dongdaemun cable networks,Inc.	Seoul	Republic of Korea	KR	Tbroad Suwon Broadcasting Corporation (KR)	37.5111	126.9743	TBROAD Dongdaemun cable networks,Inc.	124.197.191.8	11	Seoul	success	Asia/Seoul	
113.162.205.240	43	AS45899 VNPT Corp	Bien Hoa	Vietnam	VN	VDC (VN)	10.95	106.8167	Vietnam Posts and Telecommunications(VNPT)	113.162.205.240	39	Tinh GJong Nai	success	Asia/Ho_Chi_Minh	
210.121.12.174	43	AS45374 CCS	Seoul (Sejongno)	Republic of Korea	KR	Sejong Telecom (KR)	37.5823	126.977	CCS	210.121.12.174		Seoul	success	Asia/Seoul	
213.85.190.56	43	AS8615 Central Telegraph Public Joint-stock Company	Mytishchi	Russia	RU	Central Telegraph Public Joint-stock Company (RU)	55.9142	37.8256	Central Telegraph Public Joint-stock Company	213.85.190.56	MOS	Moscow Oblast	success	Europe/Moscow	141070
191.109.88.130	43	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	191.109.88.130		Bogota D.C.	success	America/Bogota	
161.18.81.156	43	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	161.18.81.156		Bogota D.C.	success	America/Bogota	
50.254.211.45	43	AS7922 Comcast Cable Communications, LLC	Sarasota	United States	US	Comcast Business (US)	27.2379	-82.35600000000001	Comcast Business	50.254.211.45	FL	Florida	success	America/New_York	34241
173.5.247.4	43	AS3651 Sprint	Atlanta	United States	US	Sprint PCS (US)	33.749	-84.38799999999999	Sprint PCS	173.5.247.4	GA	Georgia	success	America/New_York	
167.0.115.158	43	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Medellín	Colombia	CO	Movistar Colombia (CO)	6.2518	-75.5636	Movistar Colombia	167.0.115.158	ANT	Antioquia	success	America/Bogota	
161.18.66.145	43	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Barranquilla	Colombia	CO	Movistar Colombia (CO)	10.9642	-74.797	Movistar Colombia	161.18.66.145	ATL	Atlántico	success	America/Bogota	
158.255.0.34	43	AS49335 Mir Telematiki Ltd	Moscow	Russia	RU	Mir Telematiki Ltd (RU)	55.7856	37.7092	Mir Telematiki Ltd	158.255.0.34	MOW	Moscow	success	Europe/Moscow	
121.163.76.63	42	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	121.163.76.63	11	Seoul	success	Asia/Seoul	
42.81.35.1	42	AS58542 Yueyang	Qingdao	China	CN	China Telecom TIANJIN (CN)	36.0986	120.3719	Yueyang	42.81.35.1	37	Shandong	success	Asia/Shanghai	
123.212.210.154	42	AS9318 SK Broadband Co Ltd	Daejeon	Republic of Korea	KR	SK Broadband (KR)	36.3214	127.4197	SK Broadband	123.212.210.154	30	Daejeon	success	Asia/Seoul	
189.6.192.35	42	AS28573 CLARO S.A.	Porto Alegre	Brazil	BR	NET Virtua (BR)	-30.0333	-51.2	NET Virtua	189.6.192.35	RS	Rio Grande do Sul	success	America/Sao_Paulo	
14.161.30.157	42	AS45899 VNPT Corp	Ho Chi Minh City	Vietnam	VN	VDC (VN)	10.8142	106.6438	Vietnam Posts and Telecommunications(VNPT)	14.161.30.157	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
24.244.73.194	42	AS18988 City West Cable & Telephone Corp.	Terrace	Canada	CA	City West Cable & Telephone Corp. (CA)	54.5163	-128.6035	City West Cable & Telephone Corp.	24.244.73.194	BC	British Columbia	success	America/Vancouver	V8G
84.192.58.226	42	AS6848 Telenet BVBA	Hasselt	Belgium	BE	Telenet BVBA (BE)	50.9333	5.3333	Telenet N.V.	84.192.58.226	VLG	Flanders	success	Europe/Brussels	3500
27.32.34.206	42	AS7545 TPG Telecom Limited	Bankstown	Australia	AU	TPG Internet (AU)	-33.9167	151.0333	TPG Internet	27.32.34.206	NSW	New South Wales	success	Australia/Sydney	2200
82.81.106.253	42	AS8551 Bezeq International	Tel Aviv	Israel	IL	Bezeq International (IL)	32.0666	34.765	Bezeq International	82.81.106.253	TA	Tel Aviv	success	Asia/Jerusalem	
119.196.171.111	42	AS4766 Korea Telecom	Incheon	Republic of Korea	KR	Korea Telecom (KR)	37.4536	126.7317	Korea Telecom	119.196.171.111	28	Incheon	success	Asia/Seoul	
59.127.230.201	42	AS3462 Data Communication Business Group	Kaohsiung City	Taiwan	TW	HiNet (TW)	22.6333	120.35	HiNet	59.127.230.201	KHH	Kaohsiung	success	Asia/Taipei	
122.169.115.9	42	AS24560 Bharti Airtel Ltd., Telemedia Services	Thane	India	IN	Airtel Broadband (IN)	19.2	72.9667	Airtel Broadband	122.169.115.9	MH	Maharashtra	success	Asia/Kolkata	400610
211.205.251.50	42	AS9318 SK Broadband Co Ltd	Ulsan	Republic of Korea	KR	SK Broadband (KR)	35.5372	129.3167	SK Broadband	211.205.251.50	31	Ulsan	success	Asia/Seoul	
114.32.186.183	42	AS3462 Data Communication Business Group	Daxi	Taiwan	TW	HiNet (TW)	24.9869	121.3056	HiNet	114.32.186.183	TAO	Taoyuan	success	Asia/Taipei	
218.161.40.200	42	AS3462 Data Communication Business Group	Taipei	Taiwan	TW	HiNet (TW)	25.0418	121.4966	HiNet	218.161.40.200			success	Asia/Taipei	
95.70.147.234	42	AS12735 TurkNet Iletisim Hizmetleri A.S	Polatlı	Turkey	TR	TurkNet Iletisim Hizmetleri A.S (TR)	39.6357	32.3042	TurkNet-DSL	95.70.147.234	06	Ankara	success	Europe/Istanbul	06105
222.111.192.76	42	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5111	126.9743	Korea Telecom	222.111.192.76	11	Seoul	success	Asia/Seoul	
190.29.118.208	42	AS13489 EPM Telecomunicaciones S.A. E.S.P.	Medellín	Colombia	CO	UNE (CO)	6.2518	-75.5636	UNE	190.29.118.208	ANT	Antioquia	success	America/Bogota	
58.126.189.254	42	AS9318 SK Broadband Co Ltd	Seoul	Republic of Korea	KR	SK Broadband (KR)	37.5111	126.9743	SK Broadband	58.126.189.254	11	Seoul	success	Asia/Seoul	
123.248.70.158	42	AS9845 CJ-HELLOVISION	Geoje	Republic of Korea	KR	Cj-hellovision (KR)	34.8138	128.7056	Cj-hellovision	123.248.70.158	48	Gyeongsangnam-do	success	Asia/Seoul	
162.205.196.44	42	AS7018 AT&T Services, Inc.	Orland Park	United States	US	AT&T U-verse (US)	41.6163	-87.8371	AT&T U-verse	162.205.196.44	IL	Illinois	success	America/Chicago	60462
82.81.75.249	42	AS8551 Bezeq International	Tel Aviv	Israel	IL	Bezeq International (IL)	32.0666	34.765	Bezeq International	82.81.75.249	TA	Tel Aviv	success	Asia/Jerusalem	
201.92.224.122	42	AS27699 TELEFÔNICA BRASIL S.A	São Paulo	Brazil	BR	Vivo (BR)	-23.5733	-46.6417	Vivo	201.92.224.122	SP	Sao Paulo	success	America/Sao_Paulo	
1.224.6.246	42	AS9277 SK Broadband Co Ltd	Seoul (Toegye-ro)	Republic of Korea	KR	SK Broadband (KR)	37.561	126.995	SK Broadband	1.224.6.246		Seoul	success	Asia/Seoul	
66.38.64.138	42	AS11979 Bluegrass Network LLC	Jamestown	United States	US	Bluegrass Network LLC (US)	36.9422	-85.135	Bluegrass Network LLC	66.38.64.138	KY	Kentucky	success	America/Chicago	42629
98.148.218.233	42	AS20001 Time Warner Cable Internet LLC	Chatsworth	United States	US	Time Warner Cable (US)	34.2868	-118.61399999999999	Time Warner Cable	98.148.218.233	CA	California	success	America/Los_Angeles	91311
95.9.158.217	42	AS9121 Turk Telekom	Malatya	Turkey	TR	Turk Telekom (TR)	38.4093	38.3048	Turk Telekom	95.9.158.217	44	Malatya	success	Europe/Istanbul	44100
5.140.225.10	42	AS6828 PJSC Rostelecom	Kurgan	Russia	RU	Rostelecom (RU)	55.45	65.3333	OJSC Rostelecom, regional branch Urals	5.140.225.10	KGN	Kurganskaya Oblast'	success	Asia/Yekaterinburg	640003
85.96.187.98	42	AS9121 Turk Telekom	Kosekoy	Turkey	TR	Turk Telekom (TR)	40.7164	29.9903	Turk Telekom	85.96.187.98	41	Kocaeli	success	Europe/Istanbul	41000
89.35.225.156	42	AS35450 Dainet Telecom SRL	Bucharest	Romania	RO	Teen Telecom SRL (RO)	44.4333	26.1	Teen Telecom SRL	89.35.225.156	B	Bucuresti	success	Europe/Bucharest	001553
202.137.136.202	42	AS9873 Lao Telecom Communication, LTC	Vientiane	Laos	LA	Telecommunication Service (LA)	17.9667	102.6	Lao Telecom Communication, LTC	202.137.136.202	VT	Vientiane Prefecture	success	Asia/Vientiane	
117.203.52.65	42	AS9829 National Internet Backbone	Visakhapatnam	India	IN	BSNL (IN)	17.7	83.3	BSNL	117.203.52.65	AP	Andhra Pradesh	success	Asia/Kolkata	
78.188.16.240	42	AS9121 Turk Telekom	Istanbul	Turkey	TR	Turk Telekom (TR)	41.0214	28.9684	Turk Telekom	78.188.16.240	34	Istanbul	success	Europe/Istanbul	
103.35.81.32	42	AS134503 Flash Fibres	Caloundra	Australia	AU	Flash Fibres (AU)	-26.7817	153.1165	Flash Fibres	103.35.81.32	QLD	Queensland	success	Australia/Brisbane	4551
115.74.202.134	42	AS7552 Viettel Corporation	Ho Chi Minh City	Vietnam	VN	Viettel Corporation (VN)	10.8142	106.6438	Viettel Corporation	115.74.202.134	SG	Ho Chi Minh City	success	Asia/Ho_Chi_Minh	
218.254.201.91	42	AS9908 HK Cable TV Ltd	Quarry Bay	Hong Kong	HK	HK Cable TV (HK)	22.2833	114.2167	HK Cable TV	218.254.201.91			success	Asia/Hong_Kong	
190.67.158.12	42	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	190.67.158.12		Bogota D.C.	success	America/Bogota	
190.255.118.176	42	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	190.255.118.176		Bogota D.C.	success	America/Bogota	
190.193.66.194	42	AS10481 Prima S.A.	La Plata	Argentina	AR	Cablevision Argentina (AR)	-34.9314	-57.9489	Cablevision Argentina	190.193.66.194	B	Buenos Aires	success	America/Argentina/Buenos_Aires	1900
1.209.254.157	42	AS3786 LG DACOM Corporation	Jeonju	Republic of Korea	KR	LG DACOM Corporation (KR)	35.8219	127.1489	LG DACOM Corporation	1.209.254.157	45	Jeollabuk-do	success	Asia/Seoul	
222.116.41.176	42	AS4766 Korea Telecom	Jeju City	Republic of Korea	KR	Korea Telecom (KR)	33.5097	126.5219	Korea Telecom	222.116.41.176	49	Jeju-do	success	Asia/Seoul	
179.32.73.164	42	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	179.32.73.164		Bogota D.C.	success	America/Bogota	
83.209.247.22	42	AS44581 AllTele Allmanna Svenska Telefonaktiebolaget	Uppsala	Sweden	SE	AllTele Broadband (SE)	59.8667	17.6333	AllTele Broadband	83.209.247.22	C	Uppsala	success	Europe/Stockholm	741 74
186.117.20.161	42	AS3816 COLOMBIA TELECOMUNICACIONES S.A. ESP	Bogotá (Teusaquillo)	Colombia	CO	Movistar Colombia (CO)	4.65454	-74.0877	Movistar Colombia	186.117.20.161		Bogota D.C.	success	America/Bogota	
175.211.20.69	42	AS4766 Korea Telecom	Seoul	Republic of Korea	KR	Korea Telecom (KR)	37.5791	126.93700000000001	Korea Telecom	175.211.20.69	11	Seoul	success	Asia/Seoul	
40.135.144.210	42	AS7029 Windstream Communications Inc	Chester	United States	US	Windstream Communications (US)	37.3477	-77.3407	Windstream Communications	40.135.144.210	VA	Virginia	success	America/New_York	23836
121.151.253.35	42	AS4766 Korea Telecom	Chuncheon	Republic of Korea	KR	Korea Telecom (KR)	37.8747	127.7342	Korea Telecom	121.151.253.35	42	Gangwon-do	success	Asia/Seoul	
90.188.131.127	42	AS12389 PJSC Rostelecom	Omsk	Russia	RU	Rostelecom (RU)	55.0	73.4	OJSC Sibirtelecom	90.188.131.127	OMS	Omskaya Oblast'	success	Asia/Omsk	644000
27.115.133.2	42	AS9971 TBROAD Dongdaemun cable networks,Inc.	Seoul	Republic of Korea	KR	Tbroad Suwon Broadcasting Corporation (KR)	37.5111	126.9743	TBROAD Dongdaemun cable networks,Inc.	27.115.133.2	11	Seoul	success	Asia/Seoul	
